geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_lat,geolocation_lng
2243,sao paulo,SP,-23.49083843519532,-46.5983578447112
2243,são paulo,SP,-23.4929937732414,-46.60539490674591
2244,sao paulo,SP,-23.49047396142303,-46.60639166527211
2244,são paulo,SP,-23.48779899194992,-46.60325527477062
2245,sao paulo,SP,-23.48347746211553,-46.60599175145708
2245,são paulo,SP,-23.48577218956661,-46.60532896280802
2246,sao paulo,SP,-23.49191347960067,-46.60200386081135
2246,são paulo,SP,-23.488221478215685,-46.60207932361936
2247,sao paulo,SP,-23.484890608661765,-46.6021051866524
2247,são paulo,SP,-23.48634577990651,-46.60169099278664
2248,sao paulo,SP,-23.48220703719198,-46.6000034089676
2248,são paulo,SP,-23.48220703719198,-46.6000034089676
2249,sao paulo,SP,-23.49108295475793,-46.59518841465175
2249,são paulo,SP,-23.48941798612154,-46.59804032500436
2250,sao paulo,SP,-23.486549521784305,-46.59469228282069
2250,são paulo,SP,-23.48664048542905,-46.59554132653355
2251,sao paulo,SP,-23.479894623925205,-46.595511282820695
2251,são paulo,SP,-23.481333938820047,-46.5923744778873
2252,sao paulo,SP,-23.479316999999995,-46.5904340471753
2252,são paulo,SP,-23.47783999999996,-46.58823999999999
2253,sao paulo,SP,-23.479545520399327,-46.596922621847725
2254,sao paulo,SP,-23.4851179664147,-46.59617458979163
2254,são paulo,SP,-23.48250918151652,-46.59209437385309
2255,sao paulo,SP,-23.47597013183105,-46.59145922384439
2255,são paulo,SP,-23.47818527338564,-46.58978709463907
2256,sao paulo,SP,-23.47612053344107,-46.58586222453689
2256,são paulo,SP,-23.476069676380632,-46.5875753993883
2257,sao paulo,SP,-23.47172419594325,-46.58517130919263
2257,são paulo,SP,-23.470766999999995,-46.585350555369615
2258,sao paulo,SP,-23.47623536441803,-46.58210664723873
2258,são paulo,SP,-23.474218054677124,-46.57682493075191
2259,sao paulo,SP,-23.470782317790977,-46.578749982514864
2259,são paulo,SP,-23.471607970858106,-46.580389438802
2260,sao paulo,SP,-23.469302576551907,-46.57550486934105
2260,são paulo,SP,-23.469580414103493,-46.574690290870784
2261,sao paulo,SP,-23.46735986594724,-46.57715992131685
2261,são paulo,SP,-23.467961586450706,-46.57785809229264
2262,sao paulo,SP,-23.46668605023373,-46.57587710713256
2262,são paulo,SP,-23.464662915344245,-46.575465003606666
2263,sao paulo,SP,-23.46266420260835,-46.57492658021235
2263,são paulo,SP,-23.46353280183505,-46.57715608159734
2264,sao paulo,SP,-23.4611057024198,-46.57463661722278
2264,são paulo,SP,-23.463067641410348,-46.57733468803738
2265,sao paulo,SP,-23.47155123619366,-46.58691543949448
2265,são paulo,SP,-23.47651943519532,-46.59554967707312
2266,sao paulo,SP,-23.48025383819032,-46.6008627418778
2266,são paulo,SP,-23.47351767860233,-46.59417129378496
2267,sao paulo,SP,-23.47643279877663,-46.598178216486815
2267,são paulo,SP,-23.477652733279463,-46.59949056633389
2268,sao paulo,SP,-23.468822748542905,-46.59341772967277
2268,são paulo,SP,-23.46846286372553,-46.59426446350052
2269,sao paulo,SP,-23.473883652736077,-46.596130844303936
2269,são paulo,SP,-23.474592953372944,-46.596153017485136
2270,sao paulo,SP,-23.472793571469776,-46.59464741395925
2270,são paulo,SP,-23.474570217871797,-46.59142970982172
2271,sao paulo,SP,-23.468912247420523,-46.58807266436532
2271,são paulo,SP,-23.467499130446075,-46.59054647362807
2272,sao paulo,SP,-23.46986315459632,-46.58785305259964
2272,são paulo,SP,-23.46868946097392,-46.58651779011815
2273,sao paulo,SP,-23.45886783036675,-46.58574627053405
2273,são paulo,SP,-23.458876711066576,-46.58574054339114
2274,sao paulo,SP,-23.46824404524207,-46.585030834727874
2274,são paulo,SP,-23.46694212600267,-46.58579637982569
2275,sao paulo,SP,-23.465097152256583,-46.590503021857714
2275,são paulo,SP,-23.464985385509856,-46.58805109478331
2276,sao paulo,SP,-23.459902378084543,-46.58449611703253
2276,são paulo,SP,-23.459945259507176,-46.5839669650297
2277,sao paulo,SP,-23.46274979156327,-46.58200180099831
2277,são paulo,SP,-23.46467973105776,-46.58228328420567
2278,sao paulo,SP,-23.463538962259747,-46.58182067485141
2278,são paulo,SP,-23.46055919816495,-46.580672718708506
2279,sao paulo,SP,-23.46048082737028,-46.57585219747245
2279,são paulo,SP,-23.466476545934555,-46.57428005245544
2280,sao paulo,SP,-23.454232910352587,-46.57383309103239
2281,sao paulo,SP,-23.44917893415549,-46.57435094932181
2281,são paulo,SP,-23.451184446015365,-46.5740501641756
2282,sao paulo,SP,-23.44562184901036,-46.56747062476192
2282,são paulo,SP,-23.443303500000003,-46.56802725
2284,sao paulo,SP,-23.46970319641185,-46.56868272083551
2286,sao paulo,SP,-23.40858677491484,-46.57960324340701
2288,sao paulo,SP,-23.432886000000003,-46.57132349999999
2288,são paulo,SP,-23.43692344395329,-46.5702324035759
2289,sao paulo,SP,-23.41706739494492,-46.58363162378099
2289,são paulo,SP,-23.41695039494492,-46.58374412378099
2290,sao paulo,SP,-23.54329484225016,-46.63074319149357
2290,são paulo,SP,-23.725915666665667,-46.70910433948232
2301,sao paulo,SP,-23.487414496249084,-46.61630002553522
2301,são paulo,SP,-23.48879383236193,-46.61239145282469
2302,sao paulo,SP,-23.486320954173525,-46.61518780752882
2302,são paulo,SP,-23.48524723535693,-46.61484891978765
2303,sao paulo,SP,-23.482426557591324,-46.61248519900167
2303,são paulo,SP,-23.4800652783773,-46.61016318304572
2304,sao paulo,SP,-23.48177109714923,-46.602701847769616
2305,sao paulo,SP,-23.48041188842405,-46.60653306119798
2305,são paulo,SP,-23.47862494310117,-46.608933761584645
2306,sao paulo,SP,-23.45244942270184,-46.60149895934556
2306,são paulo,SP,-23.450428163194665,-46.59940217430317
2307,sao paulo,SP,-23.48287504884874,-46.60800472883605
2307,são paulo,SP,-23.47824166195392,-46.607829060649735
2308,sao paulo,SP,-23.47563293005943,-46.60151528864907
2308,são paulo,SP,-23.475535197616686,-46.60173178074324
2309,sao paulo,SP,-23.477262139332883,-46.60430128074323
2309,são paulo,SP,-23.477826195943248,-46.60353221634257
2310,sao paulo,SP,-23.4719444074384,-46.59864459256161
2310,são paulo,SP,-23.473052978908186,-46.60181153941368
2311,sao paulo,SP,-23.467841015263435,-46.60066694685207
2311,são paulo,SP,-23.467841015263435,-46.60066694685207
2312,sao paulo,SP,-23.46575956287144,-46.59848742215358
2312,são paulo,SP,-23.464135215101827,-46.60239500444339
2313,sao paulo,SP,-23.46520664556529,-46.598497748398685
2313,são paulo,SP,-23.46261993533956,-46.60183644393788
2314,sao paulo,SP,-23.461367857060445,-46.60110519677997
2314,são paulo,SP,-23.46246947155058,-46.5983619672514
2315,sao paulo,SP,-23.463362095475787,-46.59647161656762
2315,são paulo,SP,-23.458735739107848,-46.59962877768481
2316,sao paulo,SP,-23.462010764197984,-46.59467629700311
2316,são paulo,SP,-23.461832514570943,-46.59552287039064
2317,sao paulo,SP,-23.458311199001667,-46.5956613491546
2317,são paulo,SP,-23.458815817098493,-46.59460167095628
2318,sao paulo,SP,-23.45490508159733,-46.59270606480468
2318,são paulo,SP,-23.44608214809936,-46.58113471774567
2319,sao paulo,SP,-23.44763973466444,-46.59181258618496
2319,são paulo,SP,-23.4501707149576,-46.58967746502972
2320,sao paulo,SP,-23.44947679294825,-46.59791907646144
2320,são paulo,SP,-23.451455052743885,-46.59980506287143
2321,sao paulo,SP,-23.44749411991629,-46.58851618260319
2321,são paulo,SP,-23.443798075768942,-46.589638107132544
2322,sao paulo,SP,-23.448542060505503,-46.59796136802471
2322,são paulo,SP,-23.447244007213364,-46.5981994859773
2323,sao paulo,SP,-23.502760006989064,-46.57361974332592
2323,são paulo,SP,-23.43913057507646,-46.583516766028055
2324,sao paulo,SP,-23.445715237842105,-46.583201266636046
2324,são paulo,SP,-23.444947361648065,-46.587129401610014
2325,sao paulo,SP,-23.455935,-46.58499675000001
2325,são paulo,SP,-23.456071921273917,-46.5850697356283
2326,sao paulo,SP,-23.44770701888709,-46.57540893633137
2326,são paulo,SP,-23.447200590600257,-46.57729566932451
2327,sao paulo,SP,-23.44398478282013,-46.57518023764137
2327,são paulo,SP,-23.44380837124333,-46.57575267157154
2328,sao paulo,SP,-23.43381641578083,-46.571176402870464
2328,são paulo,SP,-23.61165592581543,-46.75382729673824
2329,sao paulo,SP,-23.44920299999999,-46.57912990320224
2329,são paulo,SP,-23.44798209276776,-46.57870950497109
2330,sao paulo,SP,-23.487428555658077,-46.62111955231119
2330,são paulo,SP,-23.48506315903973,-46.61571376879802
2331,sao paulo,SP,-23.48653563176655,-46.61933013176655
2331,são paulo,SP,-23.482723455236894,-46.61338694827899
2332,sao paulo,SP,-23.486316464337214,-46.62224366625309
2332,são paulo,SP,-23.48331506290971,-46.62241331351346
2333,sao paulo,SP,-23.47360894670785,-46.61900230974089
2333,são paulo,SP,-23.47360894670785,-46.61900230974089
2334,sao paulo,SP,-23.48310109686077,-46.62092127976227
2334,são paulo,SP,-23.48496374049282,-46.61933914432453
2335,sao paulo,SP,-23.48423112600268,-46.616027463644734
2335,são paulo,SP,-23.48325419149984,-46.6169560402504
2336,sao paulo,SP,-23.48192866556059,-46.61573017568816
2336,são paulo,SP,-23.48058427061568,-46.61935382292688
2337,sao paulo,SP,-23.47926184707711,-46.61287777378967
2337,são paulo,SP,-23.476470349154592,-46.61274240660166
2338,sao paulo,SP,-23.47409516625309,-46.61820614556529
2338,são paulo,SP,-23.475970456287143,-46.61774162378099
2339,sao paulo,SP,-23.4780723805182,-46.61336480016162
2339,são paulo,SP,-23.476178378296492,-46.61396224132954
2340,sao paulo,SP,-23.466900306548325,-46.6161273856765
2340,são paulo,SP,-23.44221323757863,-46.61574757354726
2341,sao paulo,SP,-23.47096607937564,-46.617500519158575
2341,são paulo,SP,-23.456976422701832,-46.61452743381032
2342,sao paulo,SP,-23.47405079462169,-46.610883853597976
2342,são paulo,SP,-23.473702309740904,-46.60935305245542
2343,sao paulo,SP,-23.470145832361936,-46.606323776992326
2343,são paulo,SP,-23.4693736969242,-46.60643752969016
2344,sao paulo,SP,-23.468783469877145,-46.611286968492166
2344,são paulo,SP,-23.46886316462609,-46.60933715579291
2345,sao paulo,SP,-23.46862347727612,-46.6163016434943
2345,são paulo,SP,-23.46862347727612,-46.6163016434943
2346,sao paulo,SP,-23.472004872323875,-46.60844051151254
2346,são paulo,SP,-23.46865263447769,-46.60670356564236
2347,sao paulo,SP,-23.46067438550985,-46.60560912600267
2347,são paulo,SP,-23.46045837500931,-46.60572967839814
2348,sao paulo,SP,-23.459912748542905,-46.61249999278663
2348,são paulo,SP,-23.460260301690816,-46.61350476602803
2349,sao paulo,SP,-23.46143505928029,-46.60359485356405
2349,são paulo,SP,-23.45854825757394,-46.603463238963606
2350,sao paulo,SP,-23.459346031363605,-46.60929309103239
2350,são paulo,SP,-23.456285528997668,-46.59099294754458
2351,sao paulo,SP,-23.45606480322003,-46.59857348265909
2351,são paulo,SP,-23.456312999999994,-46.598950058283805
2352,sao paulo,SP,-23.454506021928545,-46.594345572999
2352,são paulo,SP,-23.45636039829179,-46.59705531709849
2353,sao paulo,SP,-23.45307568220902,-46.60583416763805
2353,são paulo,SP,-23.45193551041601,-46.60337321732352
2354,sao paulo,SP,-23.454796226537923,-46.60685576138568
2354,são paulo,SP,-23.45564754454957,-46.603035597005
2355,sao paulo,SP,-23.45762948211083,-46.61170194754456
2355,são paulo,SP,-23.45361336663973,-46.61153344561132
2356,sao paulo,SP,-23.450087878227205,-46.61104018756212
2356,são paulo,SP,-23.451430547319536,-46.61710882070517
2357,sao paulo,SP,-23.450617445467103,-46.61199536955391
2357,são paulo,SP,-23.447594398291795,-46.614024314184284
2358,sao paulo,SP,-23.446391134052757,-46.609487837497824
2358,são paulo,SP,-23.44831512184773,-46.61153092186511
2359,sao paulo,SP,-23.44565748972094,-46.61972975215229
2360,sao paulo,SP,-23.43534610221769,-46.578029947038885
2360,são paulo,SP,-23.435262230365264,-46.578147333198665
2361,sao paulo,SP,-23.435950742214995,-46.58242683834328
2361,são paulo,SP,-23.43688973100233,-46.57967579115003
2362,sao paulo,SP,-23.638582820562608,-46.60817566849105
2362,são paulo,SP,-23.435430778063907,-46.57332337857894
2363,sao paulo,SP,-23.433311843300284,-46.577753833556265
2363,são paulo,SP,-23.43047304711146,-46.57368434114688
2364,sao paulo,SP,-23.43170329326645,-46.58062878759231
2364,são paulo,SP,-23.433433441633937,-46.58206525474901
2365,sao paulo,SP,-23.424789368085,-46.58054625193439
2365,são paulo,SP,-23.430542709417672,-46.58546271495761
2366,sao paulo,SP,-23.429829475245008,-46.59294652605343
2366,são paulo,SP,-23.439484341104503,-46.59159597890817
2367,sao paulo,SP,-23.42308723120199,-46.58728156396795
2367,são paulo,SP,-23.41950334609616,-46.59003724548448
2368,sao paulo,SP,-23.399259736886137,-46.57758416374292
2368,são paulo,SP,-23.401499166961337,-46.57653864543179
2370,sao paulo,SP,-23.463434818483467,-46.62240014446876
2370,são paulo,SP,-23.463639771018745,-46.626866486015054
2371,sao paulo,SP,-23.46086185567546,-46.619972680131546
2371,são paulo,SP,-23.457668835968622,-46.61826989884004
2372,sao paulo,SP,-23.460067142102837,-46.62225899945175
2372,são paulo,SP,-23.45903597238433,-46.623704148839465
2373,sao paulo,SP,-23.45703516847478,-46.61932297642669
2373,são paulo,SP,-23.45536972938432,-46.615227490564926
2374,sao paulo,SP,-23.456465580904837,-46.62058099668178
2374,são paulo,SP,-23.455646528449417,-46.62051353996195
2375,sao paulo,SP,-23.453922572854754,-46.626135763113865
2375,são paulo,SP,-23.45385539107844,-46.62468762753187
2376,sao paulo,SP,-23.458526276992316,-46.62665931349181
2377,sao paulo,SP,-23.45681372078598,-46.632543731750246
2377,são paulo,SP,-23.45681372078598,-46.632543731750246
2378,sao paulo,SP,-23.451945024698496,-46.63119649777829
2378,são paulo,SP,-23.454046078279102,-46.6302284207686
2401,sao paulo,SP,-23.4860583141843,-46.62819903649949
2401,são paulo,SP,-23.493259418158058,-46.62636704845052
2402,sao paulo,SP,-23.49114306211594,-46.62601868011955
2402,são paulo,SP,-23.497974503462448,-46.624823832361926
2403,sao paulo,SP,-23.49316940437997,-46.62900954509784
2403,são paulo,SP,-23.495859063275475,-46.62914999278663
2404,sao paulo,SP,-23.489552640025373,-46.62852859478329
2404,são paulo,SP,-23.492338470713857,-46.62736152844943
2405,sao paulo,SP,-23.49466303719198,-46.62889848542903
2405,são paulo,SP,-23.48548379156327,-46.63332978518663
2406,sao paulo,SP,-23.488178521784317,-46.62869344463039
2406,são paulo,SP,-23.48815472298373,-46.630102432572535
2407,sao paulo,SP,-23.48535959449485,-46.624283978908174
2407,são paulo,SP,-23.48531724424374,-46.62389075575627
2408,sao paulo,SP,-23.48192669608748,-46.62646540521669
2408,são paulo,SP,-23.481507457672127,-46.62326888620235
2409,sao paulo,SP,-23.476711756592987,-46.626514454757945
2409,são paulo,SP,-23.474029641410358,-46.62599377990651
2410,sao paulo,SP,-23.4757673119626,-46.62523433819032
2410,são paulo,SP,-23.477127282761018,-46.62201019264192
2411,sao paulo,SP,-23.47416101610016,-46.62516585290548
2411,são paulo,SP,-23.47416101610016,-46.62516585290548
2413,sao paulo,SP,-23.486684521784305,-46.64422386663972
2413,são paulo,SP,-23.47801852980717,-46.627459213916886
2415,sao paulo,SP,-23.470167614490144,-46.63043005635056
2415,são paulo,SP,-23.47193716763806,-46.62999953941368
2416,sao paulo,SP,-23.479116139881132,-46.6301123068267
2416,são paulo,SP,-23.479570309740897,-46.62865905773553
2417,sao paulo,SP,-23.4783963075192,-46.6292237216227
2417,são paulo,SP,-23.47873252400601,-46.62861076824976
2418,sao paulo,SP,-23.46971855759132,-46.62831134776962
2418,são paulo,SP,-23.470718940879472,-46.63127566403139
2419,sao paulo,SP,-23.477210014715183,-46.63982846710719
2420,sao paulo,SP,-23.476078906745908,-46.63411838565408
2420,são paulo,SP,-23.473127074383964,-46.637433617548574
2421,sao paulo,SP,-23.47426736081135,-46.63169094754457
2421,são paulo,SP,-23.47426736081135,-46.63169094754457
2422,sao paulo,SP,-23.47001485567546,-46.63484579309249
2422,são paulo,SP,-23.47001485567546,-46.63484579309249
2423,sao paulo,SP,-23.469173790178296,-46.63497713128279
2423,são paulo,SP,-23.468423395781628,-46.63577457438395
2430,sao paulo,SP,-23.4779980335853,-46.650682027468456
2430,são paulo,SP,-23.48394525229381,-46.64256490674591
2431,sao paulo,SP,-23.485313776848084,-46.63663488689484
2431,são paulo,SP,-23.48781727477062,-46.63644942270185
2432,sao paulo,SP,-23.486717629753585,-46.63536318304573
2433,sao paulo,SP,-23.482299132667777,-46.63539055536961
2433,são paulo,SP,-23.4806576014484,-46.636674914796
2434,sao paulo,SP,-23.484186461278803,-46.64000855037795
2434,são paulo,SP,-23.48395084707711,-46.64119074118532
2435,sao paulo,SP,-23.4823915320561,-46.64281243352188
2435,são paulo,SP,-23.48232549347913,-46.6428801103352
2436,sao paulo,SP,-23.479295395233372,-46.63675926810551
2436,são paulo,SP,-23.47866979600668,-46.63308592645276
2440,sao paulo,SP,-23.475865892867446,-46.64976772522937
2440,são paulo,SP,-23.47619021738372,-46.64610420227334
2441,sao paulo,SP,-23.471434582289824,-46.64062326449884
2441,são paulo,SP,-23.471402448237058,-46.64168055926476
2442,sao paulo,SP,-23.473211060505506,-46.64329769969416
2442,são paulo,SP,-23.47152402637194,-46.644988526227706
2443,sao paulo,SP,-23.47085334332621,-46.64795890313922
2443,são paulo,SP,-23.472335179294816,-46.64636526449883
2450,sao paulo,SP,-23.499711492094157,-46.63936074992788
2450,são paulo,SP,-23.499799145709524,-46.637668733423695
2451,sao paulo,SP,-23.50032232672679,-46.64104366534537
2451,são paulo,SP,-23.50032232672679,-46.64104366534537
2452,sao paulo,SP,-23.501690349991307,-46.64452789093421
2452,são paulo,SP,-23.499041510964272,-46.644282319320205
2460,sao paulo,SP,-23.49235726535902,-46.635335866364585
2460,são paulo,SP,-23.491264766864763,-46.63785217623639
2461,sao paulo,SP,-23.49353250403937,-46.63842778172417
2461,são paulo,SP,-23.495022576461444,-46.63640263113857
2462,sao paulo,SP,-23.49570711330229,-46.63895326320458
2462,são paulo,SP,-23.49255278351319,-46.641524333054406
2463,sao paulo,SP,-23.490045250612457,-46.64419142885248
2463,são paulo,SP,-23.48727090452421,-46.64529062378098
2464,sao paulo,SP,-23.49011863474525,-46.65070318122806
2464,são paulo,SP,-23.49609817622831,-46.6432928631068
2465,sao paulo,SP,-23.491717642174216,-46.64962560348589
2465,são paulo,SP,-23.4896567529863,-46.65097805190716
2466,sao paulo,SP,-23.49405945045876,-46.64333926824975
2466,são paulo,SP,-23.4966155173745,-46.64051768983267
2467,sao paulo,SP,-23.490333492642414,-46.646040310577625
2467,são paulo,SP,-23.49264691514413,-46.64479634622707
2468,sao paulo,SP,-23.489507419931872,-46.64873015306711
2468,são paulo,SP,-23.486764892202768,-46.64928473998495
2469,sao paulo,SP,-23.484878853453758,-46.64249464126611
2469,são paulo,SP,-23.485698346096168,-46.64383578726409
2470,sao paulo,SP,-23.48415445322872,-46.64868009824575
2470,são paulo,SP,-23.484987872004957,-46.6497521977615
2471,sao paulo,SP,-23.48117042353855,-46.655415131138575
2471,são paulo,SP,-23.48267835858965,-46.65246828059898
2472,sao paulo,SP,-23.476243640313832,-46.65895442102839
2472,são paulo,SP,-23.476243640313832,-46.65895442102839
2473,sao paulo,SP,-23.47665338718329,-46.652072621011
2473,são paulo,SP,-23.478324496249083,-46.652201413266766
2474,sao paulo,SP,-23.47729245045876,-46.65568039454087
2474,são paulo,SP,-23.47747537330483,-46.65706214544971
2475,sao paulo,SP,-23.481059081597326,-46.64630746073055
2475,são paulo,SP,-23.47857071405253,-46.64449721619872
2478,sao paulo,SP,-23.47926294754457,-46.65961198557328
2478,são paulo,SP,-23.477976723007675,-46.66091119747245
2479,sao paulo,SP,-23.47544698917996,-46.65071650735759
2479,são paulo,SP,-23.47395788259566,-46.65479699639332
2501,sao paulo,SP,-23.514912288431223,-46.66118358067858
2508,sao paulo,SP,-23.509848068295792,-46.66369014308379
2508,são paulo,SP,-23.509848068295792,-46.66369014308379
2510,sao paulo,SP,-23.51370739463197,-46.65262935449776
2510,são paulo,SP,-23.51189779600667,-46.65139993144442
2511,sao paulo,SP,-23.506678006376635,-46.64581936011884
2511,são paulo,SP,-23.512182841797003,-46.65352312865706
2512,sao paulo,SP,-23.51425372217096,-46.65828753497027
2512,são paulo,SP,-23.512629226758584,-46.66287840966009
2513,sao paulo,SP,-23.51252628781236,-46.65652459893825
2513,são paulo,SP,-23.71473342074937,-46.778701320006206
2514,sao paulo,SP,-23.51133179211153,-46.65593405551384
2514,são paulo,SP,-23.511517207888478,-46.656207911737575
2515,sao paulo,SP,-23.510081986121538,-46.65907867000398
2516,sao paulo,SP,-23.510020861503836,-46.65996044991051
2516,são paulo,SP,-23.51354953205609,-46.66059211033519
2517,sao paulo,SP,-23.506064518177627,-46.666119310577606
2517,são paulo,SP,-23.506243532892817,-46.66626568942238
2518,sao paulo,SP,-23.508810312539527,-46.66650083042868
2518,são paulo,SP,-23.50862834350357,-46.66692199105698
2519,sao paulo,SP,-23.50233051501402,-46.65835292379554
2519,são paulo,SP,-23.50233051501402,-46.65835292379554
2520,sao paulo,SP,-23.5003141357262,-46.64899844532286
2520,são paulo,SP,-23.50898128282069,-46.67045155438868
2521,sao paulo,SP,-23.50402072217096,-46.66486670260835
2521,são paulo,SP,-23.504279237867085,-46.66344418373821
2522,sao paulo,SP,-23.50302551457095,-46.656351
2522,são paulo,SP,-23.503037521784314,-46.65855166763805
2523,sao paulo,SP,-23.507503407438392,-46.654613565497165
2523,são paulo,SP,-23.50440649624909,-46.65801149999999
2524,sao paulo,SP,-23.501655188729888,-46.649910059120536
2524,são paulo,SP,-23.504007352761263,-46.651191936436064
2525,sao paulo,SP,-23.50269813044608,-46.64781168151652
2526,sao paulo,SP,-23.50478916745435,-46.648712559902606
2526,são paulo,SP,-23.50189037301637,-46.647411585204
2530,sao paulo,SP,-23.501873266476384,-46.66213609485701
2530,são paulo,SP,-23.49968549847079,-46.65893376449885
2531,sao paulo,SP,-23.50230377546311,-46.65126445475793
2531,são paulo,SP,-23.498275295314176,-46.64885976296962
2532,sao paulo,SP,-23.49592311073923,-46.66043045184373
2532,são paulo,SP,-23.50171983374691,-46.65401131986844
2533,sao paulo,SP,-23.494131859282135,-46.65839228711986
2533,são paulo,SP,-23.498292352213014,-46.65521244699631
2534,sao paulo,SP,-23.496199082434053,-46.65484326395059
2534,são paulo,SP,-23.4928900269202,-46.657083593946574
2535,sao paulo,SP,-23.49830072439266,-46.64974098750651
2535,são paulo,SP,-23.49830072439266,-46.64974098750651
2536,sao paulo,SP,-23.49362441188179,-46.6504138395753
2536,são paulo,SP,-23.4935613388828,-46.64964034762537
2537,sao paulo,SP,-23.49266694338963,-46.649278230509495
2537,são paulo,SP,-23.491481887875786,-46.65345069983839
2538,sao paulo,SP,-23.4980110269202,-46.6579134060534
2538,são paulo,SP,-23.498826663338896,-46.65249325867044
2539,sao paulo,SP,-23.49653469164408,-46.65942948695825
2539,são paulo,SP,-23.494687333891143,-46.65842034485541
2540,sao paulo,SP,-23.490452933666106,-46.656027361503845
2540,são paulo,SP,-23.490752427145235,-46.656743201915845
2541,sao paulo,SP,-23.485884401610026,-46.65477723619366
2541,são paulo,SP,-23.487127449622044,-46.653981998615016
2542,sao paulo,SP,-23.491861595620023,-46.65926754509784
2542,são paulo,SP,-23.490407935917897,-46.658786595727854
2543,sao paulo,SP,-23.484996628368613,-46.66293759616827
2543,são paulo,SP,-23.481946183738224,-46.65615878351318
2544,sao paulo,SP,-23.49027291257428,-46.66072145905712
2544,são paulo,SP,-23.486843190114865,-46.661266749379614
2545,sao paulo,SP,-23.49361452178432,-46.66362202553523
2545,são paulo,SP,-23.490355222315188,-46.663175996393306
2546,sao paulo,SP,-23.508649124572656,-46.67041012449991
2550,sao paulo,SP,-23.50553052178432,-46.66921940743839
2550,são paulo,SP,-23.50547511332444,-46.67014557196658
2551,sao paulo,SP,-23.50194709631251,-46.6669518635813
2551,são paulo,SP,-23.502726293092486,-46.66973731626178
2552,sao paulo,SP,-23.4986987149576,-46.66258914723872
2552,são paulo,SP,-23.501042328899484,-46.66401540091751
2553,sao paulo,SP,-23.496748648623715,-46.66448906869981
2553,são paulo,SP,-23.50143909409081,-46.66833466250216
2554,sao paulo,SP,-23.496493222315195,-46.66693943158864
2554,são paulo,SP,-23.5024758377317,-46.67196294573358
2555,sao paulo,SP,-23.49315894754457,-46.66484247835991
2555,são paulo,SP,-23.49330758895492,-46.66816309631252
2556,sao paulo,SP,-23.49943981998858,-46.67117681783093
2556,são paulo,SP,-23.498066430515223,-46.66974508107675
2557,sao paulo,SP,-23.49939977672204,-46.67379630298916
2557,são paulo,SP,-23.498473989435023,-46.67225220650763
2558,sao paulo,SP,-23.497496298084148,-46.67534356702637
2558,são paulo,SP,-23.49539186287238,-46.67560042255049
2559,sao paulo,SP,-23.49500438773156,-46.67682379961334
2559,são paulo,SP,-23.49381273105776,-46.67432020760002
2560,sao paulo,SP,-23.494987791563275,-46.67176385068381
2560,são paulo,SP,-23.495499219545223,-46.67073869969414
2561,sao paulo,SP,-23.492820907582622,-46.67596304287615
2561,são paulo,SP,-23.49181601970684,-46.67578124562871
2562,sao paulo,SP,-23.48576555759132,-46.67394941548847
2562,são paulo,SP,-23.48595257729816,-46.67398503344106
2563,sao paulo,SP,-23.4921242514571,-46.67252903941368
2563,são paulo,SP,-23.489224391322495,-46.66838817587725
2564,sao paulo,SP,-23.486738237923944,-46.67185857276385
2564,são paulo,SP,-23.48872146517394,-46.66382973258697
2565,sao paulo,SP,-23.486109347919744,-46.66826821319252
2565,são paulo,SP,-23.48553969830917,-46.66709551748514
2566,sao paulo,SP,-23.482831285042405,-46.67079714723872
2566,são paulo,SP,-23.482855499570856,-46.66963323093566
2567,sao paulo,SP,-23.481085499999995,-46.66961250000001
2567,são paulo,SP,-23.48040600000001,-46.66855500000001
2577,sao paulo,SP,-23.488182953372952,-46.678903941716186
2598,sao paulo,SP,-23.512857653067115,-46.67101189454088
2610,sao paulo,SP,-23.47592805522538,-46.66587696517395
2610,são paulo,SP,-23.475825177909847,-46.66823591395925
2611,sao paulo,SP,-23.46658982202164,-46.63928171838316
2611,são paulo,SP,-23.46977775491955,-46.65526828642737
2612,sao paulo,SP,-23.47231598473655,-46.66478407868314
2612,são paulo,SP,-23.472187009435064,-46.6629481470945
2613,sao paulo,SP,-23.472582799613345,-46.66107383097695
2613,são paulo,SP,-23.473583622540225,-46.660808571614
2614,sao paulo,SP,-23.4717225298344,-46.65764092339433
2614,são paulo,SP,-23.4717225298344,-46.65764092339433
2615,sao paulo,SP,-23.471529674158933,-46.65667759325408
2615,são paulo,SP,-23.47121647599398,-46.65665474770618
2616,sao paulo,SP,-23.466439467107183,-46.655328676669086
2616,são paulo,SP,-23.467307164868103,-46.653980222459424
2617,sao paulo,SP,-23.466401539269448,-46.65869529017828
2617,são paulo,SP,-23.463863999999997,-46.65884174999999
2618,sao paulo,SP,-23.465898880373963,-46.651414600323214
2618,são paulo,SP,-23.465889785734884,-46.64887806633388
2630,sao paulo,SP,-23.463790606440067,-46.64074340230249
2631,sao paulo,SP,-23.458643298084144,-46.648254625310194
2632,sao paulo,SP,-23.46069115903973,-46.64833329433323
2632,são paulo,SP,-23.461841210658434,-46.64877839578162
2633,sao paulo,SP,-23.46085584124873,-46.65017612017429
2633,são paulo,SP,-23.46423165889549,-46.654409268249736
2634,sao paulo,SP,-23.46016520927345,-46.65066418373822
2634,são paulo,SP,-23.456904580068123,-46.64976420483004
